model,conversation_id,question_ref,answer_ref,question,answer,score,manual_label,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end
deepset/xlm-roberta-large-squad2,12838,0,4,Is a follow-up meeting proposed in the future?,we can arrange meeting,-0.452330709,,13146,13168,the next step then is it something that we can arrange meeting for the practice clinical pharmacist ,13107,13207
deepset/xlm-roberta-large-squad2,13136,0,0,Is a follow-up meeting proposed in the future?,I'll meet them on Monday next week for a remote meeting,3.635320663,-2,11750,11805,and CC you in. So A I'm I'll meet them on Monday next week for a remote meeting. OK so I'll do that ,11727,11827
deepset/xlm-roberta-large-squad2,13136,0,1,Is a follow-up meeting proposed in the future?,"I'll set up a meeting.""",3.444116116,1,39741,39764,"yway introducing you to Nicole and then I'll set up a meeting.""
customer said ""if she you know if sh",39702,39802
deepset/xlm-roberta-large-squad2,13136,0,2,Is a follow-up meeting proposed in the future?,"I'm meeting them on Monday so I'll speak you'll have an email from me anyway introducing you to Nicole and then I'll set up a meeting.""",3.032716036,,39629,39764,o I'm meeting them on Monday so I'll speak you'll have an email from me anyway introducing you to Nicole and then I'll set up a meeting.,39628,39764
deepset/xlm-roberta-large-squad2,13136,0,3,Is a follow-up meeting proposed in the future?,I'll meet them on Monday next week,2.937423468,,11750,11784,email her and CC you in. So A I'm I'll meet them on Monday next week for a remote meeting. OK so I'l,11717,11817
deepset/xlm-roberta-large-squad2,13136,0,4,Is a follow-up meeting proposed in the future?,we'll look at kind of like the 12 month review patients,2.883412123,,26195,26250,at same meeting then so we'll look at kind of like the 12 month review patients. But what we could a,26172,26272
deepset/xlm-roberta-large-squad2,13828,0,0,Is a follow-up meeting proposed in the future?,no_answer,3.040675163,-2,0,0,,0,0
deepset/xlm-roberta-large-squad2,13828,0,1,Is a follow-up meeting proposed in the future?,"we will look at calcium and vitamin D medication prescribed medications first and then.""",1.106279612,,5505,5593,"tainly we will look at calcium and vitamin D medication prescribed medications first and then.""
oper",5499,5599
deepset/xlm-roberta-large-squad2,13828,0,2,Is a follow-up meeting proposed in the future?,we will look at calcium and vitamin D medication,0.870061159,,5505,5553,ents as well. So certainly we will look at calcium and vitamin D medication prescribed medications f,5479,5579
deepset/xlm-roberta-large-squad2,13828,0,3,Is a follow-up meeting proposed in the future?,we will look at calcium and vitamin D medication prescribed medications first,0.258907318,,5505,5582,So certainly we will look at calcium and vitamin D medication prescribed medications first and then.,5493,5593
deepset/xlm-roberta-large-squad2,13828,0,4,Is a follow-up meeting proposed in the future?,we will look at calcium and vitamin D medication prescribed medications first and then,-0.729191065,,5505,5591,"rtainly we will look at calcium and vitamin D medication prescribed medications first and then.""
ope",5498,5598
deepset/xlm-roberta-large-squad2,13960,0,0,Is a follow-up meeting proposed in the future?,i've said to meet the following week,3.419812918,-2,15711,15747,"I think is Back from the 16th so i've said to meet the following week. ""
operator said ""It's that is",15679,15779
deepset/xlm-roberta-large-squad2,13960,0,1,Is a follow-up meeting proposed in the future?,I've arranged to meet to do this meeting and we'll see what comes after that,3.260758638,,17945,18021,"nute anyway. I've arranged to meet to do this meeting and we'll see what comes after that. ""
operato",17933,18033
deepset/xlm-roberta-large-squad2,13960,0,2,Is a follow-up meeting proposed in the future?,"I've arranged to meet to do this meeting and we'll see what comes after that. ""
operator said ""Well if you need any help if you need any information I could I can easily get you. How many people are in home care now in the UK? And I would say it's more people urgent home care than any other thing that any other delivery one because it's free of charge as we pay for all and also because we can manage the prescriptions. Maybe saying that to him as well that the prescriptions can get managed. So you can get Jess to write the Prescription for six months. But in actual fact you will get a reminder of when these prescriptions need to be filled with and things like that so yeah yeah yeah.",3.125426292,,17945,18635," I've arranged to meet to do this meeting and we'll see what comes after that. ""
operator said ""Well if you need any help if you need any information I could I can easily get you. How many people are in home care now in the UK? And I would say it's more people urgent home care than any other thing that any other delivery one because it's free of charge as we pay for all and also because we can manage the prescriptions. Maybe saying that to him as well that the prescriptions can get managed. So you can get Jess to write the Prescription for six months. But in actual fact you will get a reminder of when these prescriptions need to be filled with and things like that so yeah yeah yeah",17945,18635
deepset/xlm-roberta-large-squad2,13960,0,3,Is a follow-up meeting proposed in the future?,the guy directorate manager is on Holiday back I think is Back from the 16th so i've said to meet the following week,2.950838804,,15631,15747, the guy directorate manager is on Holiday back I think is Back from the 16th so i've said to meet the following wee,15631,15747
deepset/xlm-roberta-large-squad2,13960,0,4,Is a follow-up meeting proposed in the future?,next week,2.903961182,,23122,23131,"it in ""
customer said ""So I'm following her up next week. ""
operator said ""OK I'll send that then I'",23076,23176
deepset/xlm-roberta-large-squad2,16699,0,0,Is a follow-up meeting proposed in the future?,We can reschedule in a few more weeks,6.049611092,-2,16695,16732,ever we don't cover we can talk. We can reschedule in a few more weeks or you can send me some infor,16663,16763
deepset/xlm-roberta-large-squad2,16699,0,1,Is a follow-up meeting proposed in the future?,we're working with the FDA and then hopefully sometime early next year,5.651895523,,24351,24421,"n right now. So we're working with the FDA and then hopefully sometime early next year.""
customer sa",24336,24436
deepset/xlm-roberta-large-squad2,16699,0,2,Is a follow-up meeting proposed in the future?,early next year,5.424789429,,24406,24421,"ng with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ""Yea",24363,24463
deepset/xlm-roberta-large-squad2,16699,0,3,Is a follow-up meeting proposed in the future?,"we're working with the FDA and then hopefully sometime early next year.""",5.377975941,,24351,24423," right now. So we're working with the FDA and then hopefully sometime early next year.""
customer sai",24337,24437
deepset/xlm-roberta-large-squad2,16699,0,4,Is a follow-up meeting proposed in the future?,sometime early next year,5.347757816,,24397,24421,"orking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said ",24359,24459
deepset/xlm-roberta-large-squad2,16997,0,0,Is a follow-up meeting proposed in the future?,"I'll follow up and will be in touch soon.""",1.756267309,-2,17724,17766,".""
operator said ""No thats it I'll follow up and will be in touch soon.""
customer said ""OK. Sounds g",17695,17795
deepset/xlm-roberta-large-squad2,16997,0,1,Is a follow-up meeting proposed in the future?,"No thats it I'll follow up and will be in touch soon.""",1.665550709,,17713,17767,"about.""
operator said ""No thats it I'll follow up and will be in touch soon.""
customer said ""OK. Sou",17690,17790
deepset/xlm-roberta-large-squad2,16997,0,2,Is a follow-up meeting proposed in the future?,"""No thats it I'll follow up and will be in touch soon.""",0.897277594,,17711,17766,"k about.""
operator said ""No thats it I'll follow up and will be in touch soon.""
customer said ""OK. S",17688,17788
deepset/xlm-roberta-large-squad2,16997,0,3,Is a follow-up meeting proposed in the future?,"definitely will follow up with yourself and the Lung Doc as well and kind of just kind of brainstorm and see where we land. But I will say to just based on the Patient Empowerment Alliance in general there's high interest in that area at a high level. But even drilling down further if we're focusing on an underserved population within that tumor type it's even more of high interest for the company as well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure. I didn't know if there was any other key points you wanted to talk about.""
operator said ""No thats it I'll follow up and will be in touch soon.""",0.50035125,,17085,17766,"t definitely will follow up with yourself and the Lung Doc as well and kind of just kind of brainstorm and see where we land. But I will say to just based on the Patient Empowerment Alliance in general there's high interest in that area at a high level. But even drilling down further if we're focusing on an underserved population within that tumor type it's even more of high interest for the company as well. So.""
customer said ""Hey Adam I got to run because it is nine fifty nine twenty five. I forgot that I had an appointment. Sure. I didn't know if there was any other key points you wanted to talk about.""
operator said ""No thats it I'll follow up and will be in touch soon.",17084,17766
deepset/xlm-roberta-large-squad2,16997,0,4,Is a follow-up meeting proposed in the future?,no_answer,0.404487848,1,0,0,,0,0
deepset/xlm-roberta-large-squad2,17030,0,0,Is a follow-up meeting proposed in the future?,two years,3.48636961,-2,14209,14218,of pulling this out of my mind but I feel like two years would be a more reasonable amount of time e,14163,14263
deepset/xlm-roberta-large-squad2,17030,0,1,Is a follow-up meeting proposed in the future?,maybe in the future they'll be an extension to sort of see what that looks like longer than 52 years,3.292735338,,13868,13968, maybe in the future they'll be an extension to sort of see what that looks like longer than 52 year,13868,13968
deepset/xlm-roberta-large-squad2,17030,0,2,Is a follow-up meeting proposed in the future?,they'll be an extension to sort of see what that looks like longer than 52 years,3.05791235,,13888,13968,"the future they'll be an extension to sort of see what that looks like longer than 52 years.""
operat",13878,13978
deepset/xlm-roberta-large-squad2,17030,0,3,Is a follow-up meeting proposed in the future?,"maybe in the future they'll be an extension to sort of see what that looks like longer than 52 years.""",2.962515593,,13868,13970, maybe in the future they'll be an extension to sort of see what that looks like longer than 52 years.,13868,13970
deepset/xlm-roberta-large-squad2,17030,0,4,Is a follow-up meeting proposed in the future?,"they'll be an extension to sort of see what that looks like longer than 52 years.""",2.727692604,,13888,13970,"he future they'll be an extension to sort of see what that looks like longer than 52 years.""
operato",13879,13979
deepset/xlm-roberta-large-squad2,17194,0,0,Is a follow-up meeting proposed in the future?,no_answer,3.582752109,-2,0,0,,0,0
deepset/xlm-roberta-large-squad2,17194,0,1,Is a follow-up meeting proposed in the future?,I'll catch up with you again soon,0.448840201,,18679,18712,ook at that goes that good. Right. I'll catch up with you again soon. Let me stop this recording now,18645,18745
deepset/xlm-roberta-large-squad2,17194,0,2,Is a follow-up meeting proposed in the future?,We're hoping to get another rheumatologist in,0.308556259,,421,466,"""
customer said ""Going good. We're hoping to get another rheumatologist in. And yeah that's the plan",393,493
deepset/xlm-roberta-large-squad2,17194,0,3,Is a follow-up meeting proposed in the future?,"Not yet still grey.""",-0.638938963,,6241,6261,"et or is it still grey?""
customer said ""Not yet still grey.""
operator said ""I'm going to just come o",6201,6301
deepset/xlm-roberta-large-squad2,17194,0,4,Is a follow-up meeting proposed in the future?,We're hoping to get another rheumatologist in. And yeah that's the plan,-0.716500759,,421,492,"id ""Going good. We're hoping to get another rheumatologist in. And yeah that's the plan. Obviously y",406,506
deepset/xlm-roberta-large-squad2,17227,0,0,Is a follow-up meeting proposed in the future?,no_answer,3.244589925,-2,0,0,,0,0
deepset/xlm-roberta-large-squad2,17227,0,1,Is a follow-up meeting proposed in the future?,I'm going to do a generic discussion,1.217594385,,1585,1621, the service now following along I'm going to do a generic discussion. And I'll show you in a second,1553,1653
deepset/xlm-roberta-large-squad2,17227,0,2,Is a follow-up meeting proposed in the future?,in the event that meeting goes well,0.341456771,,13472,13507, making it perhaps more localized in the event that meeting goes well let's hope it does. Would you ,13439,13539
deepset/xlm-roberta-large-squad2,17227,0,3,Is a follow-up meeting proposed in the future?,making it perhaps more localized in the event that meeting goes well,-0.132109165,,13439,13507,at the beginning making it perhaps more localized in the event that meeting goes well let's hope it ,13423,13523
deepset/xlm-roberta-large-squad2,17227,0,4,Is a follow-up meeting proposed in the future?,following along I'm going to do a generic discussion,-0.583185792,,1569,1621,o you in the service now following along I'm going to do a generic discussion. And I'll show you in ,1545,1645
deepset/xlm-roberta-large-squad2,17326,0,0,Is a follow-up meeting proposed in the future?,Perhaps we could have a meeting. I could also take you through,5.026221752,2,13499,13561,"t.""
operator said ""Perhaps we could have a meeting. I could also take you through. She's actually se",13480,13580
deepset/xlm-roberta-large-squad2,17326,0,1,Is a follow-up meeting proposed in the future?,Perhaps we could have a meeting,5.010689259,,13499,13530," That'll be great.""
operator said ""Perhaps we could have a meeting. I could also take you through. S",13464,13564
deepset/xlm-roberta-large-squad2,17326,0,2,Is a follow-up meeting proposed in the future?,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",4.33153677,,13499,14261,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""
customer said ""Great, good option.""
operator said ""Ok well let's arrange that again Kerrianne. I really appreciate your time. One last thing.""
customer said ""Yeah.""
operator said ""Can I say this to you on PDF? I've got your permission to email it to you everything we've just gone through.""
customer said ""Yeah you can do.""
operator said ""So I put it through and I can send it to you after this call.""
customer said ""great. Thanks very much Jason.""
operator said ""That Kerrianne really appreciate the time. And I'll arrange the next meeting",13499,14261
deepset/xlm-roberta-large-squad2,17326,0,3,Is a follow-up meeting proposed in the future?,"Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""",3.580333948,,13499,13720,"""Perhaps we could have a meeting. I could also take you through. She's actually seen pathway pro. She hasn't seen the results in that model. So perhaps I could do a recap of the pathway that would benefit you to see that.""",13498,13720
deepset/xlm-roberta-large-squad2,17326,0,4,Is a follow-up meeting proposed in the future?,we will look at future,3.455942392,,10941,10963,"stomer said ""Mm hmm.""
operator said ""So we will look at future. So toss the patient and then if we g",10902,11002
deepset/xlm-roberta-large-squad2,18254,0,0,Is a follow-up meeting proposed in the future?,It may be a day or two,3.055254459,-2,5829,5851,nd what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've got it. A,5790,5890
deepset/xlm-roberta-large-squad2,18254,0,1,Is a follow-up meeting proposed in the future?,I'll just follow up,2.780211449,1,5808,5827,at sent over for you. And what I'll do is I'll just follow up. It may be a day or two. Just make sur,5767,5867
deepset/xlm-roberta-large-squad2,18254,0,2,Is a follow-up meeting proposed in the future?,It may be a day or two.,2.423146963,,5829,5852,nd what I'll do is I'll just follow up. It may be a day or two. Just make sure that you've got it. A,5790,5890
deepset/xlm-roberta-large-squad2,18254,0,3,Is a follow-up meeting proposed in the future?,I'll just follow up. It may be a day or two,2.176147223,,5808,5851, for you. And what I'll do is I'll just follow up. It may be a day or two. Just make sure that you'v,5779,5879
deepset/xlm-roberta-large-squad2,18254,0,4,Is a follow-up meeting proposed in the future?,I will get that sent over for you. And what I'll do is I'll just follow up,1.710900307,,5753,5827,"d ""Brilliant. I will get that sent over for you. And what I'll do is I'll just follow up. It may be ",5740,5840
deepset/xlm-roberta-large-squad2,18255,0,0,Is a follow-up meeting proposed in the future?,no_answer,5.304307938,2,0,0,,0,0
deepset/xlm-roberta-large-squad2,18255,0,1,Is a follow-up meeting proposed in the future?,maybe give you a call back and maybe about a month just see what your thoughts and feedback,-4.108894348,,6401,6492,"l. So maybe give you a call back and maybe about a month just see what your thoughts and feedback, d",6396,6496
deepset/xlm-roberta-large-squad2,18255,0,2,Is a follow-up meeting proposed in the future?,if you do have any issues with registering or any questions my details will be at the bottom of the email. So maybe give you a call back and maybe about a month just see what your thoughts and feedback,-4.147092342,,6291,6492,d if you do have any issues with registering or any questions my details will be at the bottom of the email. So maybe give you a call back and maybe about a month just see what your thoughts and feedbac,6290,6492
deepset/xlm-roberta-large-squad2,18255,0,3,Is a follow-up meeting proposed in the future?,"maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.""",-4.159464836,,6401,6520,"o maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.",6400,6520
deepset/xlm-roberta-large-squad2,18255,0,4,Is a follow-up meeting proposed in the future?,"if you do have any issues with registering or any questions my details will be at the bottom of the email. So maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.""",-4.19766283,,6291,6520,"d if you do have any issues with registering or any questions my details will be at the bottom of the email. So maybe give you a call back and maybe about a month just see what your thoughts and feedback, double you got the email.",6290,6520
deepset/xlm-roberta-large-squad2,18256,0,0,Is a follow-up meeting proposed in the future?,potentially I would like to spend some time with you just to have a chat around,0.865453959,2,9253,9332,ils in. And potentially I would like to spend some time with you just to have a chat around. We've g,9242,9342
deepset/xlm-roberta-large-squad2,18256,0,1,Is a follow-up meeting proposed in the future?,no_answer,0.54033643,,0,0,,0,0
deepset/xlm-roberta-large-squad2,18256,0,2,Is a follow-up meeting proposed in the future?,I would like to spend some time with you just to have a chat around,0.259690821,,9265,9332,. And potentially I would like to spend some time with you just to have a chat around. We've got som,9248,9348
deepset/xlm-roberta-large-squad2,18256,0,3,Is a follow-up meeting proposed in the future?,just to have a chat around,-0.287328899,,9306,9332,ould like to spend some time with you just to have a chat around. We've got some non promotional wou,9269,9369
deepset/xlm-roberta-large-squad2,18256,0,4,Is a follow-up meeting proposed in the future?,spend some time with you just to have a chat around,-0.539955974,,9281,9332,tentially I would like to spend some time with you just to have a chat around. We've got some non pr,9256,9356
deepset/xlm-roberta-large-squad2,18257,0,0,Is a follow-up meeting proposed in the future?,no_answer,0.707131386,-2,0,0,,0,0
deepset/xlm-roberta-large-squad2,18257,0,1,Is a follow-up meeting proposed in the future?,I could perhaps speak to your operations manager,-1.212697506,,3765,3813, that conversation in mind I could perhaps speak to your operations manager and discuss ordering and,3739,3839
deepset/xlm-roberta-large-squad2,18257,0,2,Is a follow-up meeting proposed in the future?,"let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a week",-1.395343304,1,4184,4762," let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""
customer said ""Yep OK""
operator said ""That's great Jean-Pierre thank you so much for taking the time. Could I just ask your surname please? Because I've got to write down who I've spoken to today.""
customer said ""Amegan""
operator said ""Amegan. Perfect. Thank you so much Jean-Pierre I really appreciate that. And I'll speak to you again in about maybe about a wee",4184,4762
deepset/xlm-roberta-large-squad2,18257,0,3,Is a follow-up meeting proposed in the future?,if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager,-1.587640762,,3612,3813,n if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manage,3611,3813
deepset/xlm-roberta-large-squad2,18257,0,4,Is a follow-up meeting proposed in the future?,"if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager and discuss ordering and see how we can support you to kind of work alongside the guidelines that I've been put in place for skin tears as well. So would you be comfortable with using a couple of Allevyn dressings on a skin tears?""
customer said ""Yes. Yeah.""
operator said ""Brilliant. Well I'm going to do that jean peirre here and I'm going to give you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.""",-1.805543184,,3612,4397,"n if I could call you back in about a week and a half ten days and we can have a chat about how that's progressed. And then with that conversation in mind I could perhaps speak to your operations manager and discuss ordering and see how we can support you to kind of work alongside the guidelines that I've been put in place for skin tears as well. So would you be comfortable with using a couple of Allevyn dressings on a skin tears?""
customer said ""Yes. Yeah.""
operator said ""Brilliant. Well I'm going to do that jean peirre here and I'm going to give you a call back and let's say about a week to 10 days maybe next Thursday or Friday. And we can discuss how the use of that foam dressing has worked with the skin tear and then from that I'll have a chat with the operations manager.",3611,4397
deepset/xlm-roberta-large-squad2,18258,0,0,Is a follow-up meeting proposed in the future?,no_answer,4.223696947,-2,0,0,,0,0
deepset/xlm-roberta-large-squad2,18258,0,1,Is a follow-up meeting proposed in the future?,I'll probably phone back in a couple of weeks,-2.257799387,1,2957,3002,s it. No that's really good. I'll probably phone back in a couple of weeks give you a chance to have,2929,3029
deepset/xlm-roberta-large-squad2,18258,0,2,Is a follow-up meeting proposed in the future?,I'll probably phone back in a couple of weeks give you a chance to have a look,-2.389997721,,2957,3035,eally good. I'll probably phone back in a couple of weeks give you a chance to have a look. But if y,2946,3046
deepset/xlm-roberta-large-squad2,18258,0,3,Is a follow-up meeting proposed in the future?,"I'll probably phone back in a couple of weeks give you a chance to have a look. But if you've got my email details now, if there's anything I can help you with before just drop me an email",-2.867947817,,2957,3145," I'll probably phone back in a couple of weeks give you a chance to have a look. But if you've got my email details now, if there's anything I can help you with before just drop me an emai",2957,3145
deepset/xlm-roberta-large-squad2,18258,0,4,Is a follow-up meeting proposed in the future?,I'll probably phone back in a couple of weeks give you,-3.749563694,,2957,3011, No that's really good. I'll probably phone back in a couple of weeks give you a chance to have a lo,2934,3034
