model,conversation_id,question_ref,answer_ref,question,answer,score,offset_answer_start,offset_answer_end,context,offset_context_start,offset_context_end
salti/bert-base-multilingual-cased-finetuned-squad,12046,1,0,Is a follow-up meeting proposed?,NICE do say to consider a 3 month trial of triple therapy and step back down,2.05912184715271,15768,15844,ity of life NICE do say to consider a 3 month trial of triple therapy and step back down. And obviou,15756,15856
salti/bert-base-multilingual-cased-finetuned-squad,12046,1,1,Is a follow-up meeting proposed?,Follow up?,1.709810733795166,2646,2656,"Have you got them booked in for a follow up. Follow up?""
customer said ""yeah in a couple of weeks ti",2601,2701
salti/bert-base-multilingual-cased-finetuned-squad,12046,1,2,Is a follow-up meeting proposed?,if their having late stay symptoms and its having impacting that quality of life NICE do say to consider a 3 month trial of triple therapy and step back down,1.1418168544769287,15687,15844, if their having late stay symptoms and its having impacting that quality of life NICE do say to consider a 3 month trial of triple therapy and step back down,15686,15844
salti/bert-base-multilingual-cased-finetuned-squad,12046,1,3,Is a follow-up meeting proposed?,"Follow up?""
customer said ""yeah in a couple of weeks time.""
operator said ""Wonderful. And so it might be if it's ok with you good for me to follow up with yourself again. It maybe a months time just to get patient a bit of feedback if that's OK.""
customer said ""Yeah yeah yeah.""
operator said ""Yeah. Well hopefully that's what we're going to talk about today",0.9553906917572021,2646,3004,"Follow up?""
customer said ""yeah in a couple of weeks time.""
operator said ""Wonderful. And so it might be if it's ok with you good for me to follow up with yourself again. It maybe a months time just to get patient a bit of feedback if that's OK.""
customer said ""Yeah yeah yeah.""
operator said ""Yeah. Well hopefully that's what we're going to talk about today",2646,3004
salti/bert-base-multilingual-cased-finetuned-squad,12046,1,4,Is a follow-up meeting proposed?,NICE do say to consider a 3 month trial of triple therapy and step back down.,0.7582001090049744,15768,15845,ity of life NICE do say to consider a 3 month trial of triple therapy and step back down. And obviou,15756,15856
salti/bert-base-multilingual-cased-finetuned-squad,12838,0,0,Is a meeting proposed in the future?,The real world is we have no idea whether people take it out on their own,8.570436477661133,1502,1575,e real world. The real world is we have no idea whether people take it out on their own but they pos,1488,1588
salti/bert-base-multilingual-cased-finetuned-squad,12838,0,1,Is a meeting proposed in the future?,there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,8.48770523071289,1464,1575, there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,1463,1575
salti/bert-base-multilingual-cased-finetuned-squad,12838,0,2,Is a meeting proposed in the future?,I think there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,7.800300121307373,1456,1575, I think there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,1455,1575
salti/bert-base-multilingual-cased-finetuned-squad,12838,0,3,Is a meeting proposed in the future?,there's a protocol in the real world,7.639252662658691,1464,1500,I think is the reality. I think there's a protocol in the real world. The real world is we have no i,1432,1532
salti/bert-base-multilingual-cased-finetuned-squad,12838,0,4,Is a meeting proposed in the future?,we have no idea whether people take it out on their own,7.568560600280762,1520,1575,rld. The real world is we have no idea whether people take it out on their own but they possibly won,1497,1597
salti/bert-base-multilingual-cased-finetuned-squad,12838,1,0,Is a follow-up meeting proposed?,if possible it would be an idea to maybe get you back into the practice and the pharmacist because our generic approach to generics looks like it's not a good idea,4.836723327636719,7207,7370, if possible it would be an idea to maybe get you back into the practice and the pharmacist because our generic approach to generics looks like it's not a good idea,7206,7370
salti/bert-base-multilingual-cased-finetuned-squad,12838,1,1,Is a follow-up meeting proposed?,if possible it would be an idea to maybe get you back into the practice,4.762229919433594,7207,7278,ut kind of way if possible it would be an idea to maybe get you back into the practice and the pharm,7192,7292
salti/bert-base-multilingual-cased-finetuned-squad,12838,1,2,Is a follow-up meeting proposed?,to answer your question in a roundabout kind of way if possible it would be an idea to maybe get you back into the practice and the pharmacist because our generic approach to generics looks like it's not a good idea,4.732747554779053,7155,7370, to answer your question in a roundabout kind of way if possible it would be an idea to maybe get you back into the practice and the pharmacist because our generic approach to generics looks like it's not a good idea,7154,7370
salti/bert-base-multilingual-cased-finetuned-squad,12838,1,3,Is a follow-up meeting proposed?,to answer your question in a roundabout kind of way if possible it would be an idea to maybe get you back into the practice,4.6582536697387695,7155,7278, to answer your question in a roundabout kind of way if possible it would be an idea to maybe get you back into the practice,7154,7278
salti/bert-base-multilingual-cased-finetuned-squad,12838,1,4,Is a follow-up meeting proposed?,there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,4.102751731872559,1464,1575, there's a protocol in the real world. The real world is we have no idea whether people take it out on their own,1463,1575
salti/bert-base-multilingual-cased-finetuned-squad,13136,0,0,Is a meeting proposed in the future?,we'll set up kind of like a stakeholder meeting like I did in Birmingham,5.624573707580566,23615,23687,o is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham. So where it',23601,23701
salti/bert-base-multilingual-cased-finetuned-squad,13136,0,1,Is a meeting proposed in the future?,will we'll set up kind of like a stakeholder meeting like I did in Birmingham,5.446887969970703,23610,23687, who is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham. So where ,23598,23698
salti/bert-base-multilingual-cased-finetuned-squad,13136,0,2,Is a meeting proposed in the future?,we'll set up kind of like a stakeholder meeting,4.808762550354004,23615,23662,l find out who is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham.,23588,23688
salti/bert-base-multilingual-cased-finetuned-squad,13136,0,3,Is a meeting proposed in the future?,set up kind of like a stakeholder meeting like I did in Birmingham,4.7880706787109375,23621,23687,s and will we'll set up kind of like a stakeholder meeting like I did in Birmingham. So where it's y,23604,23704
salti/bert-base-multilingual-cased-finetuned-squad,13136,0,4,Is a meeting proposed in the future?,we'll set up kind of like a stakeholder meeting like I did in Birmingham.,4.766576766967773,23615,23688,o is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham. So where it',23601,23701
salti/bert-base-multilingual-cased-finetuned-squad,13136,1,0,Is a follow-up meeting proposed?,if you can't get that sort of level of information from the remote centres,2.610628843307495,4805,4879, enough? And if you can't get that sort of level of information from the remote centres how would yo,4792,4892
salti/bert-base-multilingual-cased-finetuned-squad,13136,1,1,Is a follow-up meeting proposed?,we'll set up kind of like a stakeholder meeting,2.313516616821289,23615,23662,l find out who is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham.,23588,23688
salti/bert-base-multilingual-cased-finetuned-squad,13136,1,2,Is a follow-up meeting proposed?,if you can't get that sort of level of information from the remote centres how would you then follow up?,2.0937681198120117,4805,4909,if you can't get that sort of level of information from the remote centres how would you then follow up?,4805,4909
salti/bert-base-multilingual-cased-finetuned-squad,13136,1,3,Is a follow-up meeting proposed?,Thursday,2.060717821121216,8252,8260,the Meet the pre meeting sort of thing on the Thursday. So we'll definitely do an update with that. ,8206,8306
salti/bert-base-multilingual-cased-finetuned-squad,13136,1,4,Is a follow-up meeting proposed?,set up kind of like a stakeholder meeting,1.9899861812591553,23621,23662,ind out who is and will we'll set up kind of like a stakeholder meeting like I did in Birmingham. So,23591,23691
salti/bert-base-multilingual-cased-finetuned-squad,13828,0,0,Is a meeting proposed in the future?,Would it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?,7.773836135864258,10232,10362,Would it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?,10232,10362
salti/bert-base-multilingual-cased-finetuned-squad,13828,0,1,Is a meeting proposed in the future?,"Would it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?""",6.749408721923828,10232,10363,"""Would it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?""",10231,10363
salti/bert-base-multilingual-cased-finetuned-squad,13828,0,2,Is a meeting proposed in the future?,Would it be possible to do a virtual lunch with the practice in the near future,6.284416198730469,10232,10311,"ator said ""Would it be possible to do a virtual lunch with the practice in the near future to discus",10221,10321
salti/bert-base-multilingual-cased-finetuned-squad,13828,0,3,Is a meeting proposed in the future?,no_answer,5.709659576416016,0,0,,0,0
salti/bert-base-multilingual-cased-finetuned-squad,13828,0,4,Is a meeting proposed in the future?,it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?,4.760305404663086,10238,10362,it be possible to do a virtual lunch with the practice in the near future to discuss this in more detail with everyone else?,10238,10362
salti/bert-base-multilingual-cased-finetuned-squad,13828,1,0,Is a follow-up meeting proposed?,we'll do another virtual consultation,2.3378443717956543,8898,8935,ents that need to come back and we'll do another virtual consultation. And I can talk about that opt,8866,8966
salti/bert-base-multilingual-cased-finetuned-squad,13828,1,1,Is a follow-up meeting proposed?,we'll do another virtual consultation.,2.1948609352111816,8898,8936,nts that need to come back and we'll do another virtual consultation. And I can talk about that opti,8867,8967
salti/bert-base-multilingual-cased-finetuned-squad,13828,1,2,Is a follow-up meeting proposed?,"on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation",2.1807355880737305,8573,8935,"on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation",8573,8935
salti/bert-base-multilingual-cased-finetuned-squad,13828,1,3,Is a follow-up meeting proposed?,"on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation.",2.037752389907837,8573,8936," on the basis of all of that what would prevent you from calling your customer your patient from yesterday back in?""
customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation.",8572,8936
salti/bert-base-multilingual-cased-finetuned-squad,13828,1,4,Is a follow-up meeting proposed?,"customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation",1.1584616899490356,8689,8935,"customer said ""No there's no reason for me not not to call them back in, hindsight was a wonderful thing. I wish I spoke to you because I didn't really really useful as the patients that need to come back and we'll do another virtual consultation",8689,8935
salti/bert-base-multilingual-cased-finetuned-squad,13960,0,0,Is a meeting proposed in the future?,I've arranged to meet to do this meeting,2.2289297580718994,17946,17986,apacity at the minute anyway. I've arranged to meet to do this meeting and we'll see what comes afte,17916,18016
salti/bert-base-multilingual-cased-finetuned-squad,13960,0,1,Is a meeting proposed in the future?,arranged to meet to do this meeting,2.139498472213745,17951,17986,acity at the minute anyway. I've arranged to meet to do this meeting and we'll see what comes after ,17918,18018
salti/bert-base-multilingual-cased-finetuned-squad,13960,0,2,Is a meeting proposed in the future?,I've arranged to meet to do this meeting and we'll see what comes after that,1.9860553741455078,17946,18022,"ute anyway. I've arranged to meet to do this meeting and we'll see what comes after that. ""
operator",17934,18034
salti/bert-base-multilingual-cased-finetuned-squad,13960,0,3,Is a meeting proposed in the future?,arranged to meet to do this meeting and we'll see what comes after that,1.670332431793213,17951,18022,"e anyway. I've arranged to meet to do this meeting and we'll see what comes after that. ""
operator s",17936,18036
salti/bert-base-multilingual-cased-finetuned-squad,13960,0,4,Is a meeting proposed in the future?,if you're going to do that it also maybe do in a stepwise,1.5413519144058228,9610,9667, add in Acaliver. And if you're going to do that it also maybe do in a stepwise. So because he says ,9588,9688
salti/bert-base-multilingual-cased-finetuned-squad,13960,1,0,Is a follow-up meeting proposed?,arranged to meet to do this meeting,3.240776538848877,17951,17986,acity at the minute anyway. I've arranged to meet to do this meeting and we'll see what comes after ,17918,18018
salti/bert-base-multilingual-cased-finetuned-squad,13960,1,1,Is a follow-up meeting proposed?,I've arranged to meet to do this meeting,3.080537796020508,17946,17986,apacity at the minute anyway. I've arranged to meet to do this meeting and we'll see what comes afte,17916,18016
salti/bert-base-multilingual-cased-finetuned-squad,13960,1,2,Is a follow-up meeting proposed?,I've arranged,2.521167755126953,17946,17959,e don't have capacity at the minute anyway. I've arranged to meet to do this meeting and we'll see w,17902,18002
salti/bert-base-multilingual-cased-finetuned-squad,13960,1,3,Is a follow-up meeting proposed?,arranged,2.3634095191955566,17951,17959,on't have capacity at the minute anyway. I've arranged to meet to do this meeting and we'll see what,17905,18005
salti/bert-base-multilingual-cased-finetuned-squad,13960,1,4,Is a follow-up meeting proposed?,Send in an agenda send you a contract,2.33811354637146,20327,20364,I will organize with the girls? Send in an agenda send you a contract Cath I will put it on for Wedn,20295,20395
salti/bert-base-multilingual-cased-finetuned-squad,16699,0,0,Is a meeting proposed in the future?,hopefully sometime early next year,4.646205902099609,24388,24422,"re working with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator s",24355,24455
salti/bert-base-multilingual-cased-finetuned-squad,16699,0,1,Is a meeting proposed in the future?,hopefully sometime early next year.,4.207923412322998,24388,24423,"re working with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator s",24355,24455
salti/bert-base-multilingual-cased-finetuned-squad,16699,0,2,Is a meeting proposed in the future?,sometime early next year,3.5548858642578125,24398,24422,"rking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said """,24360,24460
salti/bert-base-multilingual-cased-finetuned-squad,16699,0,3,Is a meeting proposed in the future?,sometime early next year.,3.116603374481201,24398,24423,"rking with the FDA and then hopefully sometime early next year.""
customer said ""OK.""
operator said """,24360,24460
salti/bert-base-multilingual-cased-finetuned-squad,16699,0,4,Is a meeting proposed in the future?,we're working with the FDA and then hopefully sometime early next year,3.0614125728607178,24352,24422," right now. So we're working with the FDA and then hopefully sometime early next year.""
customer sai",24337,24437
salti/bert-base-multilingual-cased-finetuned-squad,16699,1,0,Is a follow-up meeting proposed?,unequal observation follow up period,2.533177614212036,11354,11390,date plus one day which created unequal observation follow up period. So if a if a patient is taking,11322,11422
salti/bert-base-multilingual-cased-finetuned-squad,16699,1,1,Is a follow-up meeting proposed?,"if a if a patient is taking Daprodustat, stopped or was the last day tomorrow",2.4030826091766357,11395,11472," period. So if a if a patient is taking Daprodustat, stopped or was the last day tomorrow if they re",11383,11483
salti/bert-base-multilingual-cased-finetuned-squad,16699,1,2,Is a follow-up meeting proposed?,"if a if a patient is taking Daprodustat, stopped or was the last day tomorrow if they reported the event today that would be considered they would consider following Daprodustat",1.933577537536621,11395,11572," if a if a patient is taking Daprodustat, stopped or was the last day tomorrow if they reported the event today that would be considered they would consider following Daprodustat",11394,11572
salti/bert-base-multilingual-cased-finetuned-squad,16699,1,3,Is a follow-up meeting proposed?,unequal observation follow up period.,1.7308082580566406,11354,11391,date plus one day which created unequal observation follow up period. So if a if a patient is taking,11322,11422
salti/bert-base-multilingual-cased-finetuned-squad,16699,1,4,Is a follow-up meeting proposed?,created unequal observation follow up period,1.468820333480835,11346,11390,ose date plus one day which created unequal observation follow up period. So if a if a patient is ta,11318,11418
salti/bert-base-multilingual-cased-finetuned-squad,16997,0,0,Is a meeting proposed in the future?,that's a future project of mine,9.796646118164062,13808,13839,alth and then come in. And I think that's a future project of mine where I want to be able to educat,13773,13873
salti/bert-base-multilingual-cased-finetuned-squad,16997,0,1,Is a meeting proposed in the future?,a future project of mine,8.967351913452148,13815,13839, and then come in. And I think that's a future project of mine where I want to be able to educate th,13777,13877
salti/bert-base-multilingual-cased-finetuned-squad,16997,0,2,Is a meeting proposed in the future?,future project of mine,8.263099670410156,13817,13839,and then come in. And I think that's a future project of mine where I want to be able to educate the,13778,13878
salti/bert-base-multilingual-cased-finetuned-squad,16997,0,3,Is a meeting proposed in the future?,I think that's a future project of mine,7.983148097991943,13800,13839,n health and then come in. And I think that's a future project of mine where I want to be able to ed,13769,13869
salti/bert-base-multilingual-cased-finetuned-squad,16997,0,4,Is a meeting proposed in the future?,that's a future project,6.85874605178833,13808,13831,n health and then come in. And I think that's a future project of mine where I want to be able to ed,13769,13869
salti/bert-base-multilingual-cased-finetuned-squad,16997,1,0,Is a follow-up meeting proposed?,that's a future project of mine,6.78036642074585,13808,13839,alth and then come in. And I think that's a future project of mine where I want to be able to educat,13773,13873
salti/bert-base-multilingual-cased-finetuned-squad,16997,1,1,Is a follow-up meeting proposed?,a future project of mine,6.2646965980529785,13815,13839, and then come in. And I think that's a future project of mine where I want to be able to educate th,13777,13877
salti/bert-base-multilingual-cased-finetuned-squad,16997,1,2,Is a follow-up meeting proposed?,future project of mine,5.663228988647461,13817,13839,and then come in. And I think that's a future project of mine where I want to be able to educate the,13778,13878
salti/bert-base-multilingual-cased-finetuned-squad,16997,1,3,Is a follow-up meeting proposed?,that's a future project,4.92125129699707,13808,13831,n health and then come in. And I think that's a future project of mine where I want to be able to ed,13769,13869
salti/bert-base-multilingual-cased-finetuned-squad,16997,1,4,Is a follow-up meeting proposed?,I think that's a future project of mine,4.910971164703369,13800,13839,n health and then come in. And I think that's a future project of mine where I want to be able to ed,13769,13869
salti/bert-base-multilingual-cased-finetuned-squad,17030,0,0,Is a meeting proposed in the future?,in the future they'll be an extension to sort of see what that looks like longer than 52 years.,9.066791534423828,13875,13970,"be in the future they'll be an extension to sort of see what that looks like longer than 52 years.""
",13872,13972
salti/bert-base-multilingual-cased-finetuned-squad,17030,0,1,Is a meeting proposed in the future?,in the future they'll be an extension to sort of see what that looks like longer than 52 years,8.715322494506836,13875,13969,"be in the future they'll be an extension to sort of see what that looks like longer than 52 years.""
",13872,13972
salti/bert-base-multilingual-cased-finetuned-squad,17030,0,2,Is a meeting proposed in the future?,they'll be an extension to sort of see what that looks like longer than 52 years.,8.623580932617188,13889,13970,"he future they'll be an extension to sort of see what that looks like longer than 52 years.""
operato",13879,13979
salti/bert-base-multilingual-cased-finetuned-squad,17030,0,3,Is a meeting proposed in the future?,they'll be an extension to sort of see what that looks like longer than 52 years,8.272111892700195,13889,13969,"he future they'll be an extension to sort of see what that looks like longer than 52 years.""
operato",13879,13979
salti/bert-base-multilingual-cased-finetuned-squad,17030,0,4,Is a meeting proposed in the future?,maybe in the future they'll be an extension to sort of see what that looks like longer than 52 years.,7.918360710144043,13869,13970, maybe in the future they'll be an extension to sort of see what that looks like longer than 52 years.,13868,13970
salti/bert-base-multilingual-cased-finetuned-squad,17030,1,0,Is a follow-up meeting proposed?,maybe considering some more patient patient perspectives in there,1.4778796434402466,15555,15620,"e further out and maybe considering some more patient patient perspectives in there.""
operator said ",15537,15637
salti/bert-base-multilingual-cased-finetuned-squad,17030,1,1,Is a follow-up meeting proposed?,maybe considering some more patient patient perspectives in there.,1.096022605895996,15555,15621," further out and maybe considering some more patient patient perspectives in there.""
operator said """,15538,15638
salti/bert-base-multilingual-cased-finetuned-squad,17030,1,2,Is a follow-up meeting proposed?,Can I talk about my plans these days? But yes I'm planning on it,1.0198112726211548,18944,19008,m planning on it. Can I talk about my plans these days? But yes I'm planning on it. Will you be ther,18926,19026
salti/bert-base-multilingual-cased-finetuned-squad,17030,1,3,Is a follow-up meeting proposed?,it's a big meeting,0.9327104687690735,19486,19504,"""
operator said ""OK ok. That will be fun it's a big meeting.""
customer said ""You see I was supposed ",19445,19545
salti/bert-base-multilingual-cased-finetuned-squad,17030,1,4,Is a follow-up meeting proposed?,considering some more patient patient perspectives in there,0.8278908729553223,15561,15620,"urther out and maybe considering some more patient patient perspectives in there.""
operator said ""OK",15540,15640
salti/bert-base-multilingual-cased-finetuned-squad,17194,0,0,Is a meeting proposed in the future?,Hopefully this will work,4.4660539627075195,5751,5775,tioning so I'll just share my screen. Hopefully this will work. To start broadcasting. All right say,5713,5813
salti/bert-base-multilingual-cased-finetuned-squad,17194,0,1,Is a meeting proposed in the future?,Is there anything else you need to know from me today,4.165544033050537,18011,18064," ""Yep. So I don't know. Is there anything else you need to know from me today. Anything else you'd l",17987,18087
salti/bert-base-multilingual-cased-finetuned-squad,17194,0,2,Is a meeting proposed in the future?,Hopefully this will work. To start broadcasting,3.926034450531006,5751,5798,I'll just share my screen. Hopefully this will work. To start broadcasting. All right say. Am I can ,5724,5824
salti/bert-base-multilingual-cased-finetuned-squad,17194,0,3,Is a meeting proposed in the future?,Hopefully this will work.,3.6417298316955566,5751,5776,tioning so I'll just share my screen. Hopefully this will work. To start broadcasting. All right say,5713,5813
salti/bert-base-multilingual-cased-finetuned-squad,17194,0,4,Is a meeting proposed in the future?,To start broadcasting,2.860989570617676,5777,5798,re my screen. Hopefully this will work. To start broadcasting. All right say. Am I can you see my Xe,5737,5837
salti/bert-base-multilingual-cased-finetuned-squad,17194,1,0,Is a follow-up meeting proposed?,We're hoping to get another rheumatologist in. And yeah that's the plan. Obviously you know that Joanne left. She went to another hospital. So we're hoping to get her replaced so that hopefully that's coming soon,-0.23917633295059204,422,634,We're hoping to get another rheumatologist in. And yeah that's the plan. Obviously you know that Joanne left. She went to another hospital. So we're hoping to get her replaced so that hopefully that's coming soon,422,634
salti/bert-base-multilingual-cased-finetuned-squad,17194,1,1,Is a follow-up meeting proposed?,Hopefully this will work. To start broadcasting,-0.24019137024879456,5751,5798,I'll just share my screen. Hopefully this will work. To start broadcasting. All right say. Am I can ,5724,5824
salti/bert-base-multilingual-cased-finetuned-squad,17194,1,2,Is a follow-up meeting proposed?,Hopefully this will work,-0.42270776629447937,5751,5775,tioning so I'll just share my screen. Hopefully this will work. To start broadcasting. All right say,5713,5813
salti/bert-base-multilingual-cased-finetuned-squad,17194,1,3,Is a follow-up meeting proposed?,If you've got somebody who's over 65 and they're a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patients where you can use it. And when I said there's a couple of things that I can show you today that was one of the things really just just to show you a little bit of Xeljanz data that you might not have seen before. And just a little bit more on on the types of patients who do still benefit. But yes if I forget remind me at the end and all that I remember to to send you the um video. But yeah I'll go on and share my screen now anyway because I feel like I've done a lot of talking and questioning so I'll just share my screen. Hopefully this will work. To start broadcasting,-0.5978361368179321,5071,5798, If you've got somebody who's over 65 and they're a smoker then they're probably not the patient. Xeljanz there are but there are still lots of patients where you can use it. And when I said there's a couple of things that I can show you today that was one of the things really just just to show you a little bit of Xeljanz data that you might not have seen before. And just a little bit more on on the types of patients who do still benefit. But yes if I forget remind me at the end and all that I remember to to send you the um video. But yeah I'll go on and share my screen now anyway because I feel like I've done a lot of talking and questioning so I'll just share my screen. Hopefully this will work. To start broadcasting,5070,5798
salti/bert-base-multilingual-cased-finetuned-squad,17194,1,4,Is a follow-up meeting proposed?,We're hoping to get another rheumatologist in. And yeah that's the plan,-0.6293289065361023,422,493,"d ""Going good. We're hoping to get another rheumatologist in. And yeah that's the plan. Obviously yo",407,507
salti/bert-base-multilingual-cased-finetuned-squad,17227,0,0,Is a meeting proposed in the future?,Is it still monthly,6.344974517822266,12389,12408,"er as requested. When's the the meeting. Is it still monthly. So the week after next?""
customer said",12348,12448
salti/bert-base-multilingual-cased-finetuned-squad,17227,0,1,Is a meeting proposed in the future?,When's the the meeting. Is it still monthly,5.734610557556152,12365,12408,"send that over as requested. When's the the meeting. Is it still monthly. So the week after next?""
c",12336,12436
salti/bert-base-multilingual-cased-finetuned-squad,17227,0,2,Is a meeting proposed in the future?,it still monthly,4.928161144256592,12392,12408," as requested. When's the the meeting. Is it still monthly. So the week after next?""
customer said """,12350,12450
salti/bert-base-multilingual-cased-finetuned-squad,17227,0,3,Is a meeting proposed in the future?,When's the the meeting,4.777883529663086,12365,12387,. So I'll send that over as requested. When's the the meeting. Is it still monthly. So the week afte,12326,12426
salti/bert-base-multilingual-cased-finetuned-squad,17227,0,4,Is a meeting proposed in the future?,When's the the meeting.,4.6636247634887695,12365,12388,. So I'll send that over as requested. When's the the meeting. Is it still monthly. So the week afte,12326,12426
salti/bert-base-multilingual-cased-finetuned-squad,17227,1,0,Is a follow-up meeting proposed?,Is it still monthly,3.3583507537841797,12389,12408,"er as requested. When's the the meeting. Is it still monthly. So the week after next?""
customer said",12348,12448
